EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
725991,Shooting Permit,06/27/2023 07:00:00 AM,06/27/2023 09:00:00 PM,06/20/2023 02:05:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","22 ST between 43 AVE and QUEENS PLAZA S,  43 AVE between 22 ST and 21 ST,  21 ST between 43 AVENUE and QUEENS PLAZA S,  QUEENS PLAZA S between 21 ST and 22 ST",Queens,2,108,Television,Episodic series,United States of America,11101
725974,Shooting Permit,06/26/2023 07:00:00 AM,06/26/2023 09:00:00 PM,06/20/2023 01:40:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","22 ST between QUEENS PLAZA S and 43 AVE,  43 AVE between 22 ST and 21 ST,  21 ST between QUEENS PLAZA S and 43 AVE,  QUEENS PLAZA S between 22 ST and 21 ST",Queens,2,108,Television,Episodic series,United States of America,11101
725953,Shooting Permit,06/28/2023 06:00:00 AM,06/28/2023 10:00:00 PM,06/20/2023 01:01:42 PM,"Mayor's Office of Film, Theatre & Broadcasting",BRIDGE STREET between YORK STREET and PROSPECT STREET,Brooklyn,2,84,Commercial,Commercial,United States of America,11201
725951,Shooting Permit,06/27/2023 06:00:00 AM,06/27/2023 10:00:00 PM,06/20/2023 12:56:49 PM,"Mayor's Office of Film, Theatre & Broadcasting",BRIDGE STREET between YORK STREET and PROSPECT STREET,Brooklyn,2,84,Commercial,Commercial,United States of America,11201
725935,Shooting Permit,06/26/2023 06:00:00 AM,06/26/2023 10:00:00 PM,06/20/2023 12:10:34 PM,"Mayor's Office of Film, Theatre & Broadcasting",BRIDGE STREET between YORK STREET and PROSPECT STREET,Brooklyn,2,84,Commercial,Commercial,United States of America,11201
725926,Theater Load in and Load Outs,06/27/2023 06:00:00 AM,07/27/2023 11:00:00 PM,06/20/2023 11:44:46 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   43 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,10036
725912,Theater Load in and Load Outs,06/22/2023 12:01:00 AM,06/22/2023 11:59:00 PM,06/20/2023 11:25:50 AM,"Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between WEST   57 STREET and WEST   56 STREET,  WEST   56 STREET between 7 AVENUE and 6 AVENUE",Manhattan,5,18,Theater,Theater,United States of America,"10019, 10106"
725852,Shooting Permit,06/27/2023 06:00:00 AM,06/28/2023 01:00:00 AM,06/19/2023 11:39:39 PM,"Mayor's Office of Film, Theatre & Broadcasting",6 AVENUE between LISPENARD STREET and WHITE STREET,Manhattan,"1, 2","1, 5",WEB,Not Applicable,United States of America,"10012, 10013"
725789,Theater Load in and Load Outs,07/07/2023 12:01:00 AM,07/08/2023 06:00:00 AM,06/19/2023 04:09:01 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   55 STREET and WEST   56 STREET",Manhattan,4,18,Theater,Theater,United States of America,10019
725725,Theater Load in and Load Outs,06/27/2023 12:01:00 AM,06/28/2023 06:00:00 AM,06/19/2023 09:23:38 AM,"Mayor's Office of Film, Theatre & Broadcasting","IRVING PLACE between EAST   15 STREET and EAST   16 STREET,  EAST   15 STREET between UNION SQUARE EAST and IRVING PLACE",Manhattan,"5, 6",13,Theater,Theater,United States of America,10003
725717,Shooting Permit,06/23/2023 07:00:00 AM,06/23/2023 08:00:00 PM,06/19/2023 08:49:58 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   27 STREET between 6 AVENUE and 7 AVENUE,  7 AVENUE between WEST   27 STREET and WEST   28 STREET,  WEST   26 STREET between 6 AVENUE and 7 AVENUE",Manhattan,"4, 5","10, 13",Still Photography,Not Applicable,United States of America,10001
725715,Shooting Permit,06/22/2023 07:00:00 AM,06/22/2023 07:00:00 PM,06/19/2023 08:20:18 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   27 STREET between 7 AVENUE and 6 AVENUE,Manhattan,5,13,Still Photography,Not Applicable,United States of America,10001
725537,Shooting Permit,06/22/2023 07:00:00 AM,06/22/2023 09:00:00 PM,06/16/2023 05:24:59 PM,"Mayor's Office of Film, Theatre & Broadcasting",GEORGIA AVENUE between SUTTER AVENUE and BELMONT AVENUE,Brooklyn,5,75,Documentary,Not Applicable,United States of America,11207
725533,Shooting Permit,06/21/2023 07:00:00 AM,06/21/2023 09:00:00 PM,06/16/2023 05:20:28 PM,"Mayor's Office of Film, Theatre & Broadcasting",GEORGIA AVENUE between SUTTER AVENUE and BELMONT AVENUE,Brooklyn,5,75,Documentary,Not Applicable,United States of America,11207
725512,Shooting Permit,06/29/2023 07:30:00 AM,06/29/2023 01:00:00 PM,06/16/2023 03:57:56 PM,"Mayor's Office of Film, Theatre & Broadcasting",5 AVENUE between EAST   62 STREET and EAST   61 STREET,Manhattan,"64, 8","19, 22",Still Photography,Not Applicable,United States of America,10065
725508,Shooting Permit,06/23/2023 02:00:00 PM,06/24/2023 05:00:00 AM,06/16/2023 03:29:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","27 ST between 41 AVENUE and QUEENS PLAZA N,  41 AVENUE between 28 STREET and CRESCENT STREET,  QUEENS PLAZA N between 27 ST and 28 ST,  28 ST between 41 AVENUE and QUEENS PLAZA N,  28 STREET between 40 AVENUE and 41 AVENUE,  27 STREET between 40 AVENUE and 39 AVENUE",Queens,1,114,Film,Feature,United States of America,"11101, 11102"
725498,Shooting Permit,06/22/2023 06:00:00 PM,06/23/2023 05:00:00 AM,06/16/2023 02:41:11 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  145 STREET between BROADWAY and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST  145 STREET and WEST  146 STREET,  WEST  141 STREET between BROADWAY and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST  140 STREET and WEST  142 STREET,  HAMILTON PLACE between WEST  140 STREET and WEST  139 STREET,  HAMILTON PLACE between WEST  140 STREET and WEST  141 STREET,  WEST  140 STREET between HAMILTON PLACE and AMSTERDAM AVENUE",Manhattan,9,"26, 30",Television,Episodic series,United States of America,10031
725497,Shooting Permit,06/21/2023 08:00:00 AM,06/21/2023 07:00:00 PM,06/16/2023 02:40:57 PM,"Mayor's Office of Film, Theatre & Broadcasting",MELROSE STREET between BROADWAY and BUSHWICK AVENUE,Brooklyn,"1, 14, 3, 4","70, 79, 81, 83, 90, 94",Still Photography,Not Applicable,United States of America,"11206, 11216, 11221, 11226, 11249"
725496,Shooting Permit,06/20/2023 08:00:00 AM,06/20/2023 07:00:00 PM,06/16/2023 02:40:55 PM,"Mayor's Office of Film, Theatre & Broadcasting",WASHINGTON SQUARE NORTH between MACDOUGAL STREET and 5 AVENUE,Brooklyn,"1, 2","6, 94",Still Photography,Not Applicable,United States of America,"10011, 10012, 10014, 11249"
725487,Shooting Permit,06/21/2023 06:00:00 PM,06/22/2023 05:00:00 AM,06/16/2023 02:08:53 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  145 STREET between BROADWAY and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST  145 STREET and WEST  146 STREET,  WEST  141 STREET between BROADWAY and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST  140 STREET and WEST  142 STREET,  HAMILTON PLACE between WEST  140 STREET and WEST  139 STREET,  HAMILTON PLACE between WEST  140 STREET and WEST  141 STREET,  WEST  140 STREET between HAMILTON PLACE and AMSTERDAM AVENUE",Manhattan,9,"26, 30",Television,Episodic series,United States of America,10031
725484,Shooting Permit,06/21/2023 09:30:00 PM,06/22/2023 12:30:00 AM,06/16/2023 02:03:27 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   40 STREET between BROADWAY and 6 AVENUE,Manhattan,5,14,Documentary,Not Applicable,United States of America,10018
725461,Shooting Permit,06/20/2023 07:00:00 AM,06/20/2023 07:00:00 PM,06/16/2023 01:23:15 PM,"Mayor's Office of Film, Theatre & Broadcasting",THIRD AVENUE between 89 STREET and 90 STREET,Brooklyn,10,68,Film,Feature,United States of America,11209
725450,Shooting Permit,06/21/2023 06:00:00 AM,06/21/2023 08:00:00 PM,06/16/2023 01:02:38 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   28 STREET between 6 AVENUE and BROADWAY,Manhattan,5,"13, 14",Still Photography,Not Applicable,United States of America,"10001, 10010, 10016, 10118"
725429,Shooting Permit,06/25/2023 06:00:00 AM,06/25/2023 09:00:00 PM,06/16/2023 12:01:51 PM,"Mayor's Office of Film, Theatre & Broadcasting",10 AVENUE between WEST   33 STREET and WEST   31 STREET,Manhattan,4,"10, 14",Commercial,Commercial,United States of America,10001
725410,Shooting Permit,06/19/2023 07:00:00 AM,06/19/2023 09:00:00 PM,06/16/2023 11:35:59 AM,"Mayor's Office of Film, Theatre & Broadcasting",SHORE ROAD between 68 STREET and BAY RIDGE AVENUE,Brooklyn,10,68,Film,Feature,United States of America,"11209, 11220"
725369,Shooting Permit,06/22/2023 05:00:00 AM,06/23/2023 01:00:00 AM,06/16/2023 10:21:14 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   29 STREET between 10 AVENUE and 11 AVENUE,  JOHN STREET between SOUTH STREET and FRONT STREET",Manhattan,"1, 4","1, 10",Still Photography,Not Applicable,United States of America,"10001, 10018, 10038"
725368,Shooting Permit,06/21/2023 06:00:00 AM,06/21/2023 03:00:00 PM,06/16/2023 10:21:12 AM,"Mayor's Office of Film, Theatre & Broadcasting","JOHN STREET between SOUTH STREET and FRONT STREET,  WEST   19 STREET between 11 AVENUE and 10 AVENUE",Manhattan,"1, 4","1, 10",Still Photography,Not Applicable,United States of America,"10004, 10005, 10011, 10038"
725343,Shooting Permit,06/23/2023 07:00:00 AM,06/23/2023 11:00:00 PM,06/16/2023 09:34:06 AM,"Mayor's Office of Film, Theatre & Broadcasting","12 AVENUE between WEST   59 STREET and WEST   57 STREET,  WEST   58 STREET between 12 AVENUE and 11 AVENUE,  11 AVENUE between WEST   59 STREET and WEST   57 STREET,  WEST   58 STREET between 9 AVENUE and 10 AVENUE,  9 AVENUE between WEST   57 STREET and WEST   58 STREET,  9 AVE between WEST   59 STREET and W 60 ST,  WEST   58 STREET between 9 AVENUE and 8 AVENUE,  W 60 ST between 9 AVE and AMSTERDAM  AVE,  BROADWAY between WEST   58 STREET and COLUMBUS CIRCLE",Manhattan,"4, 5, 7","18, 20",Television,Episodic series,United States of America,"10019, 10023"
725232,Theater Load in and Load Outs,06/21/2023 12:01:00 AM,06/25/2023 11:59:00 PM,06/15/2023 05:18:13 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET,  WEST   33 STREET between 8 AVENUE and 9 AVENUE",Manhattan,"4, 5",14,Theater,Theater,United States of America,"10001, 10121"
725231,Shooting Permit,06/22/2023 12:00:00 PM,06/23/2023 03:00:00 AM,06/15/2023 05:17:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   22 STREET between 2 AVENUE and 3 AVENUE,  3 AVENUE between EAST   21 STREET and EAST   23 STREET,  EAST   23 STREET between 2 AVENUE and 3 AVENUE,  EAST   22 STREET between 3 AVENUE and LEXINGTON AVENUE",Manhattan,6,13,Film,Feature,United States of America,10010
725171,Theater Load in and Load Outs,06/23/2023 12:01:00 AM,06/24/2023 06:00:00 AM,06/15/2023 02:05:40 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET,  WEST   33 STREET between 8 AVENUE and 9 AVENUE",Manhattan,"4, 5",14,Theater,Theater,United States of America,"10001, 10121"
725130,Shooting Permit,06/27/2023 12:00:00 PM,06/27/2023 10:30:00 PM,06/15/2023 12:50:22 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   43 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,10036
725066,Shooting Permit,06/21/2023 10:00:00 PM,06/22/2023 06:00:00 AM,06/15/2023 10:22:16 AM,"Mayor's Office of Film, Theatre & Broadcasting","CONOVER STREET between REED STREET and BEARD STREET,  CONOVER ST. between REED STREET and CONOVER ST. DEAD END",Brooklyn,6,76,Music Video,Signed Artist,United States of America,11231
725049,Shooting Permit,06/20/2023 03:00:00 PM,06/21/2023 01:00:00 AM,06/15/2023 09:36:03 AM,"Mayor's Office of Film, Theatre & Broadcasting","CENTER BOULEVARD between 56 AVENUE and 57 AVENUE,  57 AVENUE between CENTER BOULEVARD and 2 STREET,  CENTER BOULEVARD between 54 AVENUE and 56 AVENUE,  55 AVENUE between CENTER BOULEVARD and 2 STREET,  56 AVENUE between CENTER BOULEVARD and 2 STREET,  48 AVENUE between 5 STREET and VERNON BOULEVARD",Queens,2,108,Television,Episodic series,United States of America,11101
725045,Shooting Permit,06/22/2023 02:00:00 PM,06/22/2023 09:00:00 PM,06/15/2023 09:03:04 AM,"Mayor's Office of Film, Theatre & Broadcasting","BAYARD STREET between UNION AVENUE and LORIMER STREET,  VERNON BOULEVARD between 40 AVENUE and 41 AVENUE",Brooklyn,"1, 2","114, 94",Still Photography,Not Applicable,United States of America,"11101, 11211"
725044,Shooting Permit,06/21/2023 05:30:00 AM,06/21/2023 02:00:00 PM,06/15/2023 09:03:03 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   72 STREET between 5 AVENUE and MADISON AVENUE,  SOUTH STREET between DOVER STREET and PECK SLIP",Manhattan,"1, 64, 8","1, 19, 22",Still Photography,Not Applicable,United States of America,"10021, 10035, 10038, 10065"
725035,Shooting Permit,06/18/2023 03:00:00 AM,06/18/2023 03:00:00 PM,06/15/2023 08:04:15 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
725025,Shooting Permit,06/17/2023 01:00:00 PM,06/17/2023 11:59:00 PM,06/15/2023 06:22:31 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
725024,Shooting Permit,06/17/2023 03:00:00 AM,06/17/2023 01:00:00 PM,06/15/2023 06:11:02 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
725006,Shooting Permit,06/22/2023 07:00:00 AM,06/22/2023 11:59:00 PM,06/14/2023 11:42:10 PM,"Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between WEST   52 STREET and WEST   50 STREET,  WEST   52 STREET between 7 AVENUE and 6 AVENUE,  WEST   51 STREET between BROADWAY and 6 AVENUE,  WEST   50 STREET between 7 AVENUE and 6 AVENUE,  3 AVENUE between EAST   31 STREET and EAST   29 STREET,  EAST   30 STREET between 3 AVENUE and 1 AVENUE,  EAST   33 STREET between 2 AVENUE and 1 AVENUE,  EAST   34 STREET between 2 AVENUE and TUNNEL APPROACH STREET,  EAST   35 STREET between 1 AVENUE and FDR DRIVE,  EAST   36 STREET between 1 AVENUE and FDR DRIVE,  1 AVENUE between EAST   36 STREET and EAST   38 STREET,  E 37 ST between 1 AVENUE and FDR DR,  EAST   37 STREET between 1 AVENUE and 2 AVENUE,  EAST   38 STREET between 1 AVENUE and FDR DRIVE,  EAST   38 STREET between 1 AVENUE and 2 AVENUE",Manhattan,"5, 6","13, 17, 18",Television,Episodic series,United States of America,"10016, 10019, 10020"
724919,Shooting Permit,06/21/2023 07:00:00 AM,06/21/2023 09:00:00 PM,06/14/2023 06:55:17 PM,"Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between WEST   52 STREET and WEST   50 STREET,  WEST   52 STREET between 7 AVENUE and 6 AVENUE,  WEST   51 STREET between BROADWAY and 6 AVENUE,  WEST   50 STREET between 7 AVENUE and 6 AVENUE",Manhattan,5,18,Television,Episodic series,United States of America,"10019, 10020"
724895,Shooting Permit,06/29/2023 08:00:00 AM,06/30/2023 02:00:00 AM,06/14/2023 05:55:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   24 STREET between 10 AVENUE and 11 AVENUE,  WEST   25 STREET between 10 AVENUE and 11 AVENUE,  10 AVENUE between WEST   24 STREET and WEST   25 STREET",Manhattan,4,10,Film,Feature,United States of America,"10001, 10011"
724859,Shooting Permit,06/19/2023 04:00:00 AM,06/19/2023 06:00:00 PM,06/14/2023 04:50:15 PM,"Mayor's Office of Film, Theatre & Broadcasting","NORTH MOORE STREET between VARICK STREET and HUDSON STREET,  EAST   41 STREET between 5 AVENUE and MADISON AVENUE,  WEST   40 STREET between FIFTH AVENUE and SIXTH AVENUE,  WEST   39 STREET between FIFTH AVENUE and SIXTH AVENUE,  EAST   40 STREET between FIFTH AVENUE and MADISON AVENUE,  ST MARK'S PLACE between 2 AVENUE and 3 AVENUE,  BROADWAY between READE STREET and CHAMBERS STREET,  CHAMBERS STREET between BROADWAY and ELK STREET",Manhattan,"1, 3, 5","1, 14, 5, 9",Film,Feature,United States of America,"10003, 10007, 10013, 10016, 10017, 10018"
724852,Shooting Permit,06/19/2023 07:00:00 AM,06/19/2023 11:59:00 PM,06/14/2023 04:38:53 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST    4 STREET between HORATIO STREET and GANSEVOORT STREET,  WEST   13 STREET between 8 AVENUE and WEST    4 STREET,  WEST   13 STREET between GANSEVOORT STREET and HUDSON STREET,  EAST   82 STREET between 3 AVENUE and LEXINGTON AVENUE,  EAST   83 STREET between 3 AVENUE and LEXINGTON AVENUE,  LEXINGTON AVENUE between EAST   82 STREET and EAST   83 STREET,  LEXINGTON AVENUE between EAST   79 STREET and EAST   80 STREET,  LEXINGTON AVENUE between EAST   80 STREET and EAST   82 STREET,  LEXINGTON AVENUE between EAST   83 STREET and EAST   84 STREET,  EAST   82 STREET between LEXINGTON AVENUE and PARK AVENUE",Manhattan,"2, 8","19, 6",Television,Episodic series,United States of America,"10014, 10028, 10075"
724844,Shooting Permit,06/21/2023 11:00:00 AM,06/22/2023 02:00:00 AM,06/14/2023 04:20:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","SCOTT AVENUE between SCHOLES STREET and MESEROLE STREET,  SCOTT AVE between MESEROLE STREET and DEAD END,  SCOTT AVENUE between SCHOLES STREET and METROPOLITAN AVENUE,  SCHOLES STREET between SCOTT AVENUE and GARDNER AVENUE,  MESEROLE STREET between SCOTT AVENUE and GARDNER AVENUE,  JOHNSON AVENUE between GARDNER AVENUE and STEWART AVENUE,  GARDNER AVENUE between JOHNSON AVENUE and FLUSHING AVENUE,  INGRAHAM STREET between GARDNER AVENUE and STEWART AVENUE,  STEWART AVENUE between JOHNSON AVENUE and HARRISON PLACE",Brooklyn,1,"90, 94",Film,Feature,United States of America,"11222, 11237"
724832,Shooting Permit,06/20/2023 09:00:00 AM,06/20/2023 07:00:00 PM,06/14/2023 03:59:49 PM,"Mayor's Office of Film, Theatre & Broadcasting",CENTRAL PARK WEST between WEST   95 STREET and WEST   94 STREET,Manhattan,"64, 7","22, 24",Film,Feature,United States of America,"10024, 10025"
724803,Shooting Permit,06/20/2023 08:00:00 AM,06/20/2023 09:00:00 PM,06/14/2023 02:53:26 PM,"Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between WEST   18 STREET and WEST   20 STREET,  WEST   19 STREET between 7 AVENUE and 8 AVENUE,  WEST   18 STREET between 6 AVENUE and 7 AVENUE",Manhattan,4,"10, 13",Film,Feature,United States of America,10011
724762,Shooting Permit,06/17/2023 07:00:00 AM,06/17/2023 10:00:00 PM,06/14/2023 01:44:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","DUPONT STREET between PROVOST STREET and MCGUINNESS BOULEVARD,  PROVOST STREET between DUPONT STREET and EAGLE STREET",Brooklyn,1,94,Commercial,Commercial,United States of America,11222
724757,Theater Load in and Load Outs,07/06/2023 12:01:00 AM,07/08/2023 08:00:00 AM,06/14/2023 01:37:15 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET,  WEST   33 STREET between 8 AVENUE and 9 AVENUE,  11 AVENUE between WEST   30 STREET and WEST   33 STREET",Manhattan,"4, 5","10, 14",Theater,Theater,United States of America,"10001, 10121"
724647,Theater Load in and Load Outs,06/20/2023 12:01:00 AM,06/21/2023 06:00:00 AM,06/14/2023 10:38:00 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   16 STREET between 9 AVENUE and 10 AVENUE,Manhattan,4,10,Theater,Theater,United States of America,10011
